"statvalue","noinstances"
"Q4234303",456
"Q4234997",4
"Q4235074",2
"Q4236315",3
"Q4236384",1
"Q4236467",5
"Q42365",3
"Q42372",24
"Q423778",2
"Q423785",2967
"Q423790",22
"Q42385",1
"Q42395",1
"Q4240305",63
"Q424074",1
"Q424102",1
"Q4241360",3
"Q424182",4
"Q424190",1
"Q424197",3
"Q424200",1
"Q424204",41
"Q424210",1
"Q424213",1
"Q424361",1
"Q4243782",4
"Q424418",2
"Q424525",1
"Q424579",2
"Q4246711",1
"Q424681",1
"Q42470",48
"Q424741",1
"Q424857",2
"Q42486",8
"Q4249901",8
"Q4250086",2
"Q42501",8
"Q425094",1
"Q42515",5
"Q425196",2
"Q42523",79
"Q42527",39
"Q42537",1
"Q425402",2
"Q4255100",3
"Q425548",2
"Q425554",1
"Q425567",1
"Q425597",1
"Q42563",1
"Q42569",2
"Q4256984",3
"Q425779",1
"Q4258797",8
"Q4259259",35
"Q4259749",2
"Q4259952",1
"Q42603",17
"Q426043",6
"Q4260475",233
"Q4260703",2
"Q426095",1
"Q4262",4
"Q42621",186
"Q4263267",1
"Q42633",1
"Q426354",1
"Q426372",4
"Q4263830",4
"Q426394",1
"Q426564",2
"Q4265757",1
"Q42659",1
"Q42667",1
"Q4266755",52
"Q426694",1
"Q42675",1
"Q426759",9
"Q426809",2
"Q427013",2
"Q4270517",4
"Q427085",1
"Q427087",38993
"Q42710",2
"Q4271324",3569
"Q4272038",5
"Q427276",1
"Q4272761",1
"Q4272823",1
"Q427287",1044
"Q4273133",5
"Q4273135",9
"Q42740",1
"Q4274081",1
"Q427457",9
"Q427523",5
"Q427626",128
"Q42767",1
"Q4279251",4
"Q427926",138
"Q427961",62
"Q42797",1
"Q428",2
"Q42804",1
"Q428044",5
"Q428069",893
"Q428148",28
"Q428162",39
"Q4282505",2
"Q4282636",2
"Q428303",38
"Q428360",1
"Q428363",1
"Q428394",1
"Q42844",1
"Q4284762",1
"Q42848",6
"Q4284971",40
"Q42857",8
"Q4285979",6298
"Q428602",134
"Q428632",1
"Q4286337",234
"Q428661",903
"Q428729",6
"Q428759",102
"Q4287745",10
"Q428778",1
"Q428818",7
"Q42884",21
"Q428875",55
"Q42889",70
"Q4289143",5
"Q4290",1
"Q429006",2
"Q4290565",1
"Q4290719",1
"Q429088",214
"Q42909",2
"Q4291352",1
"Q4291358",2
"Q4291415",1
"Q42918",3
"Q4291972",2
"Q4292136",7
"Q429292",6
"Q429399",1
"Q4294273",27
"Q4294657",44
"Q4294782",1
"Q42948",7411
"Q4295041",4
"Q429571",4
"Q42962",7
"Q429635",3
"Q42967",1
"Q429681",1
"Q429699",2
"Q42973",397
"Q429754",1
"Q429785",784
"Q429795",1
"Q42982",1
"Q42989",1
"Q4298922",6
"Q429896",1
"Q429917",5
"Q429926",1
"Q4299494",1
"Q429950",1
"Q429976",10
"Q42998",1361
"Q430",14
"Q4300320",4
"Q4300373",1
"Q4300427",1
"Q4300513",2
"Q4300514",2
"Q43006",3
"Q430062",1
"Q43010",15
"Q43013",7
"Q43015",4
"Q430173",1
"Q43024",1
"Q4302641",2
"Q430295",14
"Q4303261",1
"Q4303352",6
"Q43035",1
"Q4303731",1
"Q4304392",2
"Q430525",39
"Q43054",3
"Q430551",8
"Q43059",16
"Q43060",7
"Q4306024",12
"Q4306036",11
"Q4306757",2
"Q430728",15
"Q4307465",3
"Q4307918",1
"Q4307966",1
"Q4308",5
"Q4308570",2
"Q43088",3
"Q43091",39
"Q431",7
"Q43101",2
"Q4310373",1
"Q4310603",1
"Q43109",888
"Q431102",15
"Q431113",1
"Q43115",93
"Q43116",14
"Q431193",4
"Q431197",4
"Q4312270",1
"Q431230",1
"Q4312761",42
"Q431289",2980
"Q4313264",1
"Q431360",29
"Q4314478",2
"Q4314550",1
"Q4314687",2
"Q4315",1
"Q4315021",4
"Q4315577",1
"Q431569",8
"Q431603",589
"Q431604",1
"Q431622",17
"Q431630",1
"Q43164",9
"Q4316503",15
"Q431667",1
"Q431668",17
"Q43169",5
"Q43173",2
"Q43177",5
"Q4318083",4
"Q4318090",1
"Q43183",42
"Q4318321",7
"Q431858",3
"Q43193",375
"Q43197",30
"Q432",4
"Q4321",3
"Q4321471",33
"Q4321631",1
"Q43229",35586
"Q43238",4
"Q43249",1
"Q432536",6
"Q43260",4
"Q43262",3
"Q43263",18
"Q4327778",6
"Q43283",1
"Q43284",48
"Q43290",2
"Q43292",10
"Q4329280",16
"Q4329294",12
"Q4330194",13
"Q4330198",4
"Q43302",8
"Q4330203",9
"Q433033",1
"Q4330518",4
"Q43310",2
"Q4331950",1
"Q43338",1
"Q4333889",1
"Q43343",121
"Q4334668",1
"Q4334946",1
"Q4335750",27
"Q4335775",99
"Q4335922",27
"Q4337209",1
"Q4337998",2
"Q43380",1
"Q4339756",1
"Q434",2
"Q43412",1
"Q43414",1
"Q4342434",1
"Q4342473",1
"Q4343",58
"Q43436",24
"Q4343630",1
"Q4343720",7
"Q4343747",2
"Q4343887",1
"Q43445",6
"Q4344871",1
"Q43449",2
"Q43450",3
"Q4345077",1
"Q4345591",8
"Q4346433",1
"Q4346576",1
"Q4347112",1
"Q43483",1881
"Q4348600",2
"Q4348623",1
"Q4349624",9
"Q4349921",6
"Q4350036",1
"Q43501",1348
"Q4350734",2
"Q4350735",2
"Q4350754",7
"Q4350791",2
"Q43513",1
"Q4351513",1
"Q43518",1
"Q4351853",1
"Q43521",4
"Q4352360",1
"Q435295",1
"Q43533",23
"Q4353479",23
"Q4353657",1
"Q435371",1
"Q4353803",2
"Q4354622",3
"Q4356879",3
"Q4357531",3
"Q43577",79
"Q4358176",75
"Q4358663",8
"Q4358873",4
"Q4359224",11
"Q4359230",187
"Q435940",1
"Q435972",1
"Q4360",18
"Q43605",99
"Q436105",1
"Q43616",10
"Q43619",1
"Q43637",1
"Q4364290",6
"Q4364292",2
"Q4364339",2
"Q436435",13
"Q4364487",1
"Q43648",5
"Q4366057",1
"Q4366377",2
"Q4366498",1
"Q4366834",1
"Q4367188",1
"Q4367464",30
"Q4368298",1
"Q4368366",4
"Q4368876",1
"Q4369087",4
"Q4369513",4
"Q4370060",1
"Q4370097",1
"Q4370110",7
"Q43702",27
"Q4372150",2
"Q437220",1
"Q437305",17
"Q4373292",28
"Q4373614",8
"Q43742",57
"Q4374398",203
"Q43747",6
"Q4374856",10
"Q4374872",1
"Q4375074",12
"Q4375340",149
"Q4375509",10
"Q4375512",2
"Q4375514",1
"Q4375517",1
"Q4375520",79
"Q4375940",1
"Q4375974",1
"Q4376373",1
"Q4377069",11
"Q4377540",4
"Q4377547",1
"Q4379239",9
"Q4379644",58
"Q4379763",1
"Q4380101",4
"Q4380196",1
"Q4380220",1
"Q43806",1
"Q4380744",1
"Q43812",175
"Q4381758",1
"Q4382012",3
"Q4382232",1
"Q4382347",9
"Q4382663",1
"Q438331",1
"Q438419",2
"Q4384456",1
"Q43845",31
"Q4384751",21
"Q438556",1
"Q4386060",3
"Q4386779",1
"Q4386797",1
"Q438746",1
"Q4387609",914
"Q4388",1
"Q4388302",1
"Q4388320",11
"Q4388751",2
"Q4389092",125
"Q4389100",33
"Q4389115",25
"Q4389321",7
"Q4389865",3
"Q4390114",1
"Q4390239",1
"Q4390543",25
"Q4390702",27
"Q439072",1
"Q4392985",8
"Q4393107",3
"Q4393498",1
"Q4393922",2
"Q4394061",1
"Q4394526",7
"Q4394827",1
"Q4395506",2
"Q4395996",1
"Q43965",5
"Q4397243",2
"Q4397537",15
"Q4398673",1
"Q44",222
"Q4400497",3
"Q4400681",109
"Q4400800",2
"Q4401011",13
"Q4401736",1
"Q4403672",1
"Q4404694",1
"Q4404699",35
"Q4404908",1
"Q4404911",1
"Q440611",1
"Q440622",2
"Q4406616",2
"Q4406645",10
"Q4406986",10
"Q4407246",148
"Q440775",2
"Q4409567",5
"Q440985",3
"Q441",3
"Q44106",1
"Q4410701",2
"Q4411107",1
"Q4411770",4
"Q4411921",25
"Q44127",7
"Q4413022",2
"Q4413231",1
"Q4413844",16
"Q4413925",332
"Q4414032",146
"Q4414033",11647
"Q44148",16
"Q441606",2
"Q44167",39
"Q4417886",1
"Q4418079",7
"Q4418716",1
"Q4419053",1
"Q4419860",2
"Q441989",3
"Q4420941",1
"Q4420972",1
"Q4421",4861
"Q442196",1
"Q4422352",3
"Q4422582",4
"Q44235",313
"Q4423781",413
"Q4426578",1
"Q4426692",4
"Q4426710",10
"Q4426758",1
"Q442799",8
"Q442927",1
"Q443006",2
"Q4430235",1
"Q4430243",10
"Q4431094",11
"Q44316",4
"Q44325",15
"Q44337",11
"Q4433759",2
"Q4433777",49
"Q44342",72
"Q4434325",1
"Q4435332",3
"Q44356",1
"Q4435749",1
"Q44363",4
"Q4436349",1
"Q4436931",7
"Q4436935",25
"Q443756",1
"Q443767",4
"Q44377",1346
"Q443802",15
"Q4438121",768
"Q4438147",3
"Q443874",2
"Q4439",2
"Q4439311",1
"Q4439316",1
"Q44405",2
"Q4440668",5
"Q4440864",1
"Q44416",1
"Q4442042",1
"Q44424",25
"Q4442912",1
"Q4443227",4
"Q4443691",3
"Q444456",28
"Q4445694",39
"Q444677",13
"Q444706",9
"Q44475",9
"Q444835",1
"Q444863",10
"Q44494",2604
"Q44497",42
"Q4450113",1
"Q445019",1
"Q44506",1
"Q44512",50
"Q4451214",2
"Q4451216",1
"Q4451540",1
"Q445179",1
"Q44528",1
"Q445335",1
"Q4453481",1
"Q44539",2243
"Q445396",13
"Q4454405",87
"Q445467",13
"Q4454733",1
"Q445485",1
"Q44554",2
"Q44559",951
"Q4456179",3
"Q4456236",8
"Q44565",43
"Q4457167",1
"Q445741",23
"Q4457957",5
"Q44595",1
"Q445972",7
"Q446",9
"Q4460",4
"Q446013",164
"Q44602",3
"Q4460810",1
"Q446087",1
"Q4461020",1
"Q44613",5178
"Q4461687",1
"Q4461688",10
"Q4461868",1
"Q4462013",3
"Q4462126",1
"Q4463341",4
"Q446354",10
"Q446384",1
"Q4464131",1
"Q4464237",1
"Q4465194",1
"Q4465563",1
"Q446760",10
"Q4467675",1
"Q446776",1
"Q4467846",1
"Q4468",1
"Q446828",58
"Q4468368",11
"Q44687",2
"Q446901",9
"Q4469107",2
"Q4469110",2
"Q4469293",1
"Q4469598",10
"Q446966",1
"Q4470542",1
"Q447402",1
"Q4474726",1
"Q4474736",4
"Q447523",28
"Q44753",23
"Q447555",8
"Q4476438",59
"Q447725",41
"Q44782",1219
"Q447877",11
"Q4479242",2
"Q4479446",1
"Q4479793",1
"Q448030",2
"Q4481675",1
"Q4481701",1
"Q4481787",1
"Q4481793",1
"Q448190",1
"Q4482",1
"Q4482688",2
"Q448331",1
"Q4483543",2
"Q4484381",1
"Q44844",114
"Q4484477",128
"Q4484765",1
"Q4485156",99
"Q4485157",22
"Q448535",2
"Q44854",6
"Q448634",14
"Q44865",4
"Q448801",61
"Q4488757",1
"Q4489569",14
"Q448958",31
"Q448998",18
"Q449067",8
"Q4490930",1
"Q4491070",1
"Q449111",1
"Q4491715",2
"Q4492",1
"Q4492115",1
"Q4492344",23
"Q4493384",1
"Q4493539",6
"Q4494320",1
"Q44946",10
"Q4497724",2
"Q4497736",1
"Q4498085",5
"Q4498092",6
"Q449819",2
"Q4498191",1
"Q4498974",2507
"Q4499034",1
"Q4499108",2
"Q4499912",1
"Q4500821",2
"Q450099",1
"Q4501412",5
"Q4502119",140
"Q4502142",7
"Q450307",1
"Q450353",1
"Q450421",1
"Q4504495",3109
"Q45045",2
"Q4504549",3
"Q450539",2
"Q4505959",6
"Q4506063",1
"Q4508",150
"Q4508598",1
"Q45089",5
"Q4509073",17
"Q4509401",3
"Q4509412",6
"Q4510080",17
"Q4510369",32
"Q4511004",1
"Q4511159",11
"Q4511568",25
"Q4512183",1
"Q451232",1
"Q451553",1
"Q4515638",1
"Q4516014",4
"Q4516355",2
"Q4517704",2
"Q45183",16
"Q45190",1
"Q451924",5
"Q451967",45
"Q45199",4
"Q452020",1
"Q452212",1
"Q452237",4
"Q452298",1
"Q452393",9
"Q4524036",1
"Q452543",17
"Q4526657",1
"Q4526663",1
"Q4527099",8
"Q45279",2
"Q452816",1
"Q4529866",14
"Q4530294",1
"Q4530416",1
"Q4530436",3
"Q4530848",62
"Q4531006",1
"Q4531044",2
"Q4531977",1
"Q4533217",2
"Q4533514",1
"Q453391",1
"Q4534645",10
"Q4534660",7
"Q45364",66
"Q4536460",1
"Q4536530",1
"Q4536542",2
"Q453745",7
"Q45382",234
"Q4538273",13
"Q4538275",65
"Q4538276",9
"Q4538278",11
"Q4539",134
"Q453909",5
"Q45393",1
"Q454",1
"Q454263",2
"Q4543",1
"Q454321",2
"Q4548693",1
"Q454967",1
"Q45529",21
"Q455315",3
"Q455374",1
"Q455403",11
"Q455550",7
"Q45559",8
"Q455621",20
"Q455638",8
"Q455647",59
"Q455654",2
"Q455695",10
"Q4557944",1
"Q45594",16
"Q455941",1
"Q45621",73
"Q456579",6
"Q456627",1
"Q456692",13
"Q4566923",10
"Q4568437",1
"Q456876",168
"Q4569381",2
"Q45701",9
"Q457026",1
"Q45713",23
"Q4571771",4
"Q45722",5
"Q4574084",7
"Q4574554",2
"Q4575034",42
"Q45762",199
"Q4576564",3
"Q45776",2102
"Q45782",16
"Q457843",1
"Q45791",31
"Q4579153",2
"Q457931",1
"Q458",1
"Q4580177",11
"Q458141",1
"Q4581845",1
"Q458342",2
"Q4583713",3
"Q45842",2
"Q4585173",1
"Q4585201",1
"Q458524",1
"Q4586781",1
"Q4588168",1
"Q4588521",1
"Q4588528",9
"Q45888",1
"Q458903",1
"Q4589610",1
"Q459180",7
"Q45922",1
"Q459221",1
"Q4592255",2265
"Q459297",13582
"Q459381",1
"Q459409",6
"Q459426",1
"Q459435",5
"Q45948",13
"Q459528",48
"Q459555",4
"Q45959",1
"Q45961",1
"Q4597255",1
"Q459798",3
"Q4598183",6
"Q459832",1
"Q459886",2
"Q45996",2
"Q460058",3
"Q460178",109
"Q4601845",2
"Q460214",8
"Q460338",5
"Q460523",1
"Q460531",1
"Q4608419",1
"Q4610",1
"Q4610556",21
"Q461183",19
"Q4611891",23
"Q461231",2
"Q46124",44
"Q46127",3
"Q461319",2
"Q4613752",5
"Q461499",1
"Q461524",3
"Q46158",1
"Q461659",1
"Q46169",2108
"Q461741",6
"Q4617515",1
"Q4618",214
"Q461834",57
"Q46185",7
"Q4618975",4
"Q461917",1
"Q462040",3
"Q4620674",14
"Q462100",3
"Q462174",5
"Q462293",1
"Q462437",2
"Q46255",2
"Q4625815",1
"Q4625944",1
"Q4626",1
"Q462667",1
"Q462778",9
"Q4629315",5
"Q4629317",1
"Q463080",3
"Q46311",5
"Q463230",1
"Q46326",68
"Q4632675",134
"Q46335",13
"Q46337",81
"Q4634142",1
"Q4634215",1
"Q463742",8
"Q463796",6
"Q463820",11
"Q46383",1
"Q46384",5
"Q4638793",1
"Q46395",13
"Q4639678",62
"Q464020",1
"Q464031",16
"Q464067",1
"Q464122",1
"Q4641578",28
"Q4642513",2
"Q46433",7
"Q464352",13
"Q46454",7
"Q464543",1
"Q464643",11
"Q464769",1
"Q464780",122
"Q464852",9
"Q464980",440
"Q4650184",10
"Q465048",19
"Q4650564",6
"Q4651900",2
"Q465214",1
"Q465233",1
"Q4652364",1
"Q46525",12
"Q465274",2
"Q465299",548
"Q465434",73
"Q465473",1
"Q4654925",3
"Q465498",22
"Q465501",1
"Q465503",1
"Q4655519",1
"Q465570",1
"Q465613",1
"Q4656150",1
"Q465625",8
"Q4656638",34
"Q4656789",21
"Q465774",1
"Q4657797",12
"Q465821",3
"Q465842",23
"Q46587",5
"Q4658963",2
"Q465909",10
"Q466",1
"Q466066",1
"Q4660970",1
"Q466109",4
"Q466147",64
"Q466163",1
"Q46622",758
"Q4663261",1
"Q4663385",681
"Q466374",19
"Q4663903",7288
"Q466421",156
"Q466449",2
"Q466466",1
"Q466470",8
"Q466544",9
"Q466597",1
"Q466602",3
"Q466603",9
"Q466704",70
"Q466723",2
"Q466737",69
"Q4667633",3
"Q466797",139
"Q4668360",4
"Q4668385",1
"Q46686",916
"Q4669582",2
"Q466960",14
"Q466981",1
"Q467",347
"Q467011",35
"Q467024",1
"Q4670289",1
"Q467033",4
"Q467037",1
"Q4671162",2
"Q4671274",2
"Q4671277",3648
"Q4671286",4
"Q4671329",528
"Q4671960",1
"Q467208",2
"Q46721",207
"Q4672467",10
"Q467252",1
"Q467420",3
"Q46744",1
"Q467454",2
"Q467511",7
"Q467557",3
"Q467578",3
"Q4676677",1
"Q4676786",3
"Q4676846",1
"Q467687",1
"Q467707",43
"Q467717",3
"Q467745",3
"Q4677469",1
"Q4677783",1456
"Q467791",24
"Q46783",1
"Q4678354",1
"Q467868",8
"Q467970",3
"Q468008",25
"Q46805",1
"Q4680764",7
"Q468081",24
"Q4681316",1
"Q4681865",10
"Q4682221",1
"Q46825",2
"Q4682549",1
"Q46831",7158
"Q468340",25
"Q4683409",25
"Q4683575",39
"Q4683593",2
"Q468402",57
"Q468409",16
"Q468437",9
"Q468438",1
"Q46847",22
"Q4684717",1
"Q468495",1
"Q46855",3
"Q46857",18
"Q468591",1
"Q468595",4
"Q4686357",4
"Q4686372",1
"Q4686479",3
"Q4686758",86
"Q4686866",29
"Q46871",2
"Q468718",13
"Q468756",6
"Q4687862",1
"Q4687964",3
"Q4688003",7
"Q468801",15
"Q4688039",2
"Q468804",1
"Q4688286",1
"Q4688393",1
"Q468846",2
"Q468882",22
"Q46889",1
"Q468895",1
"Q4689029",1
"Q468930",2
"Q468939",9
"Q4690046",1
"Q4690199",1
"Q4691864",1
"Q4691986",52
"Q4692",1
"Q469331",1
"Q4693646",103
"Q469382",1
"Q4693952",1
"Q46944",1
"Q46949",7
"Q46952",9
"Q469576",1
"Q46961",3
"Q469652",5
"Q46966",54
"Q469670",28
"Q46970",3832
"Q469738",15
"Q469744",21
"Q4697624",5
"Q4697841",1
"Q4697845",3
"Q46980",7
"Q46982",8
"Q4698330",4
"Q4698551",6
"Q4698569",1
"Q4698967",2
"Q469900",31
"Q470006",2
"Q470025",1
"Q470137",2
"Q470262",1
"Q470437",19
"Q470479",16
"Q470491",16
"Q47051",1
"Q47053",250
"Q4705360",1
"Q47054",6
"Q470540",1
"Q470561",22
"Q47064",15
"Q47069",16
"Q470775",2
"Q4708579",2
"Q47089",37
"Q47092",12
"Q47107",92
"Q471145",2
"Q4711849",29
"Q4711861",193
"Q471223",7
"Q471251",9
"Q4712779",6
"Q47128",10
"Q47131",3
"Q47140",1
"Q471400",1
"Q47146",10
"Q47161",3
"Q471616",18
"Q4716510",5
"Q471670",24
"Q47168",148
"Q471771",2
"Q471790",11
"Q471805",1
"Q471839",5
"Q471855",4
"Q471894",4
"Q471898",10
"Q472055",3
"Q472093",2
"Q472134",4
"Q47217",2
"Q472211",26
"Q47223",5
"Q47232",6
"Q472379",50
"Q4724367",1
"Q47253",1
"Q472538",28
"Q472577",3
"Q47276",7
"Q472760",2
"Q4727645",3
"Q47280",1
"Q472808",46
"Q4728292",33
"Q4728370",2
"Q4729027",45
"Q472971",4
"Q47307",35
"Q473094",7
"Q47315",11
"Q473236",2
"Q47328",2
"Q4733226",1
"Q473331",1
"Q4733626",1
"Q473386",2
"Q4734307",1
"Q473473",3
"Q4735447",1
"Q4735619",7
"Q473625",5
"Q473635",1
"Q4736417",10
"Q4736543",6
"Q47369",3
"Q473708",150
"Q4737118",1
"Q473741",4
"Q4737503",4
"Q473814",9
"Q473853",18
"Q473858",4
"Q473932",29
"Q473935",3
"Q4739373",1
"Q473972",9944
"Q4739805",8
"Q474",335
"Q474008",5
"Q4740548",1
"Q474079",20
"Q4740894",16
"Q474090",70
"Q4741151",2
"Q474138",2
"Q474157",10
"Q474161",3
"Q474188",1
"Q474191",13
"Q474200",20
"Q47423",1
"Q47433",34
"Q474352",2
"Q4743621",61
"Q474534",7
"Q474628",4
"Q474698",18
"Q474704",2
"Q474709",1
"Q474715",1
"Q474717",125
"Q4747329",1
"Q474733",31
"Q4747382",1
"Q474748",26
"Q474805",1
"Q474818",1
"Q4748200",35
"Q474883",1
"Q474968",89
"Q475027",1
"Q475050",3
"Q47506",40
"Q475061",59
"Q4751159",359
"Q4751653",2
"Q47521",16614
"Q475214",12
"Q4752140",1
"Q4752279",3
"Q475247",12
"Q47528",137
"Q4752910",1
"Q4752916",4
"Q4752922",1
"Q4752944",1
"Q475354",2
"Q475430",16
"Q475476",69
"Q475481",17
"Q475486",5
"Q47566",49
"Q475660",54
"Q475661",5
"Q47568",9
"Q475699",1
"Q475736",1
"Q47574",511
"Q47577",8
"Q47597",3
"Q476028",29250
"Q476068",594
"Q47607",1
"Q476075",9
"Q476078",24
"Q476115",4
"Q4761543",6
"Q47616",1
"Q476190",41
"Q476204",3
"Q4762337",4
"Q476256",2
"Q476274",1
"Q476294",1
"Q476300",557
"Q476310",1
"Q476352",4
"Q476376",3
"Q4764737",1
"Q4764963",1
"Q4765076",1
"Q4765290",4
"Q476539",9
"Q4766524",11
"Q476682",13
"Q476743",1
"Q476807",29
"Q476850",1
"Q47692",46
"Q476930",1
"Q476968",15
"Q4771007",10
"Q477108",1
"Q4771130",3
"Q477155",28
"Q477195",1
"Q477202",33
"Q477207",1
"Q477248",153
"Q47728",27
"Q477374",1
"Q477379",1
"Q4773904",3
"Q477396",11
"Q47740",3
"Q477406",1
"Q4774314",1
"Q4774344",1
"Q4774348",7
"Q477449",1
"Q4775204",1
"Q477538",1
"Q477544",21
"Q47762",1
"Q477715",1
"Q47774",2
"Q477795",25
"Q477862",1
"Q477983",45
"Q4779867",1
"Q4780294",2
"Q4781062",2
"Q478128",13
"Q4781568",1
"Q478174",40
"Q478195",3
"Q478261",37
"Q4782813",1
"Q478328",43
"Q4783734",3
"Q47848",114
"Q4785",1
"Q478515",22
"Q478535",1
"Q4785376",1
"Q4785472",63
"Q478679",1
"Q4787327",1
"Q478788",1
"Q478798",72
"Q478829",3
"Q47883",134
"Q4788306",2
"Q478847",80
"Q478853",1
"Q4789011",1
"Q4789594",1
"Q478969",5
"Q478986",54
"Q479048",8
"Q479053",7439
"Q479062",2
"Q4790675",22
"Q47910",1
"Q47913",102
"Q4791449",17
"Q479215",47
"Q47928",55
"Q4792966",1
"Q4793006",1
"Q4793808",1
"Q4793818",1
"Q4793851",1
"Q479411",8
"Q47942",1
"Q479448",1
"Q4796731",1
"Q4796867",1
"Q479716",213
"Q4797221",7
"Q4797275",1
"Q47988",82
"Q479901",10
"Q480019",6
"Q4801017",1
"Q4801148",1
"Q4801212",1
"Q4801240",1
"Q4801243",1
"Q48013",1
"Q4801432",1
"Q4801444",1
"Q4801520",5
"Q4801521",26
"Q480220",1
"Q480242",87
"Q480260",47
"Q480261",4
"Q480319",86
"Q4804181",1
"Q4804328",1
"Q480477",322
"Q480498",3
"Q480500",1
"Q4806271",4
"Q4806451",8
"Q4806618",21
"Q4806651",5
"Q4806660",1
"Q4806779",2
"Q4808619",1
"Q4808723",12
"Q4809",1
"Q48091",9
"Q4810382",1
"Q481184",1
"Q48124",1
"Q481289",41
"Q481394",3
"Q4814017",27
"Q4815005",3
"Q481514",1
"Q4815579",5
"Q481609",3
"Q4816233",1
"Q4817",180
"Q4817823",1
"Q4817887",4
"Q4818019",1
"Q4818021",1029
"Q4818169",22
"Q4818196",1
"Q4818345",6
"Q4819187",6
"Q48196",2
"Q4819632",1
"Q4819856",1
"Q482",16459
"Q48204",5259
"Q482097",1
"Q4821437",5
"Q4822779",2
"Q482313",19
"Q482329",7
"Q4823688",1
"Q48242",12
"Q482437",13
"Q482499",1
"Q4825004",7
"Q4825026",2
"Q482517",4
"Q4825214",2
"Q482526",8
"Q4825885",13
"Q482612",3
"Q48264",20
"Q4826455",3
"Q4826456",2
"Q4826593",2
"Q48267",2
"Q4826853",1
"Q4826921",25
"Q4827277",1
"Q482752",1
"Q48277",21
"Q482816",3
"Q48282",5
"Q482821",2
"Q482853",1
"Q4828661",7
"Q4828720",7
"Q4828724",226
"Q482919",6
"Q482980",189
"Q4829849",2
"Q4829908",11
"Q482994",200674
"Q482999",3
"Q4830453",106489
"Q483110",4837
"Q483130",23
"Q48318",1
"Q4831844",2
"Q4832177",3
"Q483242",199
"Q483247",87
"Q483251",1
"Q483269",1
"Q483271",19
"Q483275",4
"Q483279",13
"Q48332",2
"Q48336",41
"Q483372",36
"Q483373",482
"Q4833769",2
"Q4833830",3
"Q483394",284
"Q483426",2
"Q483444",1
"Q483453",1761
"Q483463",15
"Q48349",59
"Q483501",89
"Q483515",1780
"Q483519",32
"Q48352",22
"Q48356",24
"Q48361",3
"Q483610",1
"Q48362",1
"Q483634",3
"Q483639",11
"Q4836473",1
"Q4836485",2
"Q4836492",5
"Q483654",1
"Q483666",1
"Q483677",21
"Q48378",1
"Q483856",1
"Q483868",1
"Q4838792",1
"Q483889",2
"Q4839577",1
"Q4839591",1
"Q483978",1
"Q4839801",20
"Q484000",106
"Q4840570",1
"Q484076",1
"Q484083",9
"Q484105",1
"Q4841087",1
"Q484129",19
"Q484170",23183
"Q484188",79
"Q484195",1
"Q484215",7
"Q48422",4
"Q4842222",1
"Q484260",1
"Q484298",8
"Q4843068",1
"Q484318",1
"Q484344",1
"Q484416",241
"Q48444",4
"Q4845479",1
"Q484583",2
"Q484591",14
"Q484641",17
"Q484652",505
"Q484692",3548
"Q484701",1
"Q48473",39
"Q4847899",13
"Q484830",1
"Q484847",36
"Q484876",13
"Q484924",1
"Q48493",1
"Q484937",1
"Q484963",4
"Q48498",441
"Q485",32
"Q485027",11
"Q4850587",1
"Q4851249",1
"Q4851250",49
"Q485132",2
"Q485146",44
"Q4851537",2
"Q4851628",2
"Q4851844",12
"Q485205",2
"Q48522",2
"Q4852446",2
"Q485258",27
"Q485321",71
"Q4853860",1
"Q485417",1
"Q4854529",1
"Q485537",3
"Q485568",57
"Q4856000",4
"Q4856009",4
"Q4856011",2
"Q4856398",1
"Q485643",2
"Q485669",1
"Q4857090",2
"Q485742",1
"Q485762",5
"Q4857982",3
"Q4857984",4
"Q485808",1
"Q4859618",1
"Q48599",5
"Q4860025",83
"Q4862338",2
"Q4862348",3
"Q486245",3
"Q4863056",6
"Q48634",206
"Q486396",66
"Q486487",1
"Q486547",13
"Q4866600",1
"Q4866666",1
"Q486672",1
"Q486680",3
"Q4866996",15
"Q486748",17
"Q4867740",2
"Q486775",9
"Q4867756",16
"Q4868296",23
"Q486839",22
"Q4868757",5
"Q486902",18
"Q486921",1
"Q4869272",2
"Q486972",440122
"Q486975",1
"Q486983",11
"Q487",2
"Q4871193",2
"Q487192",3
"Q487226",1
"Q4872714",1
"Q487432",1
"Q4875688",2
"Q4876006",1
"Q4876183",2
"Q487654",72
"Q4876601",1
"Q4876603",1
"Q4876617",2
"Q4877154",2
"Q487765",2
"Q487850",2
"Q487914",2
"Q4879524",2
"Q487967",23
"Q487973",13
"Q4879808",1
"Q48803",2
"Q488032",1
"Q488036",51
"Q488051",2
"Q488053",4
"Q48806",6
"Q488094",9
"Q488111",10
"Q4881953",1
"Q4881956",8
"Q488205",19
"Q488313",1
"Q4883474",1
"Q488383",33
"Q488409",1
"Q4884092",1
"Q488415",4
"Q488416",4
"Q4886",1706
"Q488647",3
"Q488654",442
"Q4886918",2
"Q4887441",2
"Q4887617",24
"Q4888031",34
"Q48890",3
"Q489115",20
"Q4891503",2
"Q489168",1
"Q489197",1
"Q489209",29
"Q4892264",2
"Q4892352",59
"Q489357",35802
"Q489371",1
"Q48942",1
"Q4894405",34
"Q489523",3
"Q4895508",6
"Q489628",1
"Q48963",11
"Q489632",1
"Q489644",1
"Q4896947",1
"Q4897108",3
"Q489772",2
"Q4897819",3
"Q489789",6
"Q489799",2
