"statvalue","noinstances"
"Q15077346",2
"Q1507736",3
"Q15077416",9
"Q15077485",1
"Q1507792",1
"Q150784",456
"Q15078648",3
"Q15078695",225
"Q15078704",743
"Q15078724",1
"Q15078732",7
"Q15078788",8
"Q15078955",946
"Q15079042",4
"Q15079401",1
"Q15079663",792
"Q15079724",12
"Q15079751",2
"Q15079786",158
"Q15080",4
"Q15081",5
"Q15081030",192
"Q15081032",2656
"Q15081214",2
"Q1508239",1
"Q15083",7
"Q1508646",2
"Q1508666",1
"Q1508681",1
"Q1508726",5
"Q15087423",383
"Q15088658",1
"Q15088720",1
"Q15088954",3
"Q15089",13
"Q15089348",5
"Q15089606",194
"Q15089621",1
"Q15089738",5
"Q15089865",2
"Q15090615",7
"Q15091377",668
"Q15091621",2
"Q15092344",767
"Q15094777",1
"Q1509541",1
"Q1509590",2
"Q1509596",1
"Q150962",8
"Q1509702",3
"Q15097084",108
"Q1509716",129
"Q1509724",1
"Q1509725",1
"Q15097531",5
"Q1509758",5
"Q15097911",5
"Q15097957",5
"Q1509831",92
"Q150986",12
"Q1509860",1
"Q150988",1
"Q1509884",3
"Q1509910",2
"Q1509934",113
"Q15099348",157
"Q151",1
"Q1510056",5
"Q1510127",1
"Q15101427",5
"Q15101744",4
"Q1510186",1
"Q15101896",3
"Q1510355",3
"Q1510380",914
"Q15104297",2
"Q15104814",314
"Q15104915",29
"Q15105",2
"Q15105893",7
"Q1510624",5
"Q15106505",1
"Q1510835",14
"Q15110",16
"Q1511361",1
"Q15114930",2
"Q15116774",32
"Q15116915",33
"Q15117302",3
"Q15119321",2
"Q15120374",1
"Q1512068",4
"Q15120950",4
"Q15120977",90
"Q1512109",64
"Q15121455",2
"Q15121559",4
"Q15121640",5
"Q1512291",2
"Q1512368",3
"Q15123870",395
"Q15124452",2
"Q15125752",2484
"Q15126142",1
"Q15126161",187
"Q15126689",2
"Q15127012",5223
"Q15127838",7
"Q15129871",18
"Q1513023",1
"Q1513223",2
"Q1513250",1
"Q1513352",2
"Q1513515",1
"Q151353",1
"Q15135541",1
"Q15135589",48
"Q1513658",14
"Q1513688",1
"Q15137003",2
"Q15138068",2
"Q1513830",6
"Q15138389",18
"Q1513900",3
"Q15139354",2
"Q15139721",2
"Q15140073",220
"Q15140807",1
"Q15140855",5
"Q15141097",1
"Q151411",5
"Q15141195",12
"Q15141321",712
"Q15141469",1
"Q15141485",1
"Q15141535",1
"Q15141625",356
"Q15141632",25
"Q15141638",4
"Q15141715",19
"Q1514190",1
"Q15142314",1
"Q15142867",2
"Q15142889",35
"Q15142894",70
"Q1514395",5
"Q1514415",3
"Q15144437",1
"Q15144568",1
"Q15145537",65
"Q15145593",556
"Q15145597",1
"Q15145755",1
"Q15146717",2
"Q1514741",2
"Q151480",2
"Q1514805",1
"Q1514879",3
"Q15149436",3
"Q15149663",28
"Q15149791",6
"Q15149863",6
"Q15150553",3
"Q1515058",1
"Q1515099",1
"Q1515156",18
"Q1515419",2
"Q1515437",6
"Q1515454",1
"Q1515493",1
"Q15154951",31
"Q15155051",17
"Q1515551",1
"Q1515570",2
"Q15156455",68
"Q15157105",2
"Q1515853",1
"Q1515908",5
"Q1515982",1
"Q1516079",96
"Q1516252",138
"Q1516258",1
"Q1516282",1
"Q1516291",1
"Q1516453",1
"Q1516475",3
"Q1516486",4
"Q1516537",17
"Q1516659",140
"Q1516910",1
"Q15169167",32
"Q1516917",3
"Q1516975",1
"Q1517186",1
"Q1517243",1
"Q1517334",25
"Q1517344",1
"Q1517374",1
"Q15173808",1
"Q1517419",29
"Q1517433",2
"Q1517550",12
"Q151771",537
"Q15177520",11
"Q15177627",1
"Q1517777",15
"Q1517781",1
"Q1517802",1
"Q1517816",3
"Q1517820",220
"Q1517875",3
"Q1517895",1
"Q1517900",4
"Q1517904",9
"Q1517939",1
"Q1518049",3
"Q1518096",326
"Q1518122",4
"Q1518226",1
"Q1518285",9
"Q15184295",1827
"Q1518523",1
"Q151860",2
"Q1518609",4
"Q151885",997
"Q1518873",1
"Q1518913",1
"Q151900",1
"Q1519020",1
"Q15190726",3
"Q1519109",4
"Q1519138",2
"Q1519335",1
"Q1519385",9
"Q151942",27
"Q15195406",441
"Q1519690",5
"Q15197142",1
"Q15197661",8
"Q1519799",48
"Q1519864",1
"Q1519890",42
"Q15198957",2
"Q15199248",6
"Q1519966",14
"Q152",93
"Q1520009",13
"Q1520014",15
"Q152005",20
"Q1520069",2
"Q1520130",1
"Q152018",144
"Q1520214",4
"Q1520223",2
"Q1520229",9
"Q1520278",3
"Q1520392",6
"Q1520439",2
"Q1520456",2
"Q1520460",3
"Q1520482",1
"Q1520500",36
"Q15205833",5
"Q15205918",2
"Q15205937",34
"Q15206070",80
"Q1520622",3
"Q152065",16
"Q15206730",2
"Q15206795",41
"Q152074",1
"Q15207445",2
"Q152079",1
"Q152081",133
"Q1520859",2
"Q152095",3
"Q1521034",12
"Q15210668",73
"Q1521067",9
"Q1521075",3
"Q1521149",5
"Q1521153",1
"Q1521187",1
"Q15211908",1
"Q15212722",121
"Q1521410",37
"Q15214930",2
"Q1521512",4
"Q1521583",1
"Q1521634",2
"Q15217609",1760
"Q1521865",2
"Q15218776",1
"Q15219391",37
"Q15219655",504
"Q15220407",14
"Q15220419",26
"Q15220429",4
"Q1522059",1
"Q15221215",85
"Q15221242",333
"Q15221256",13
"Q152213",1
"Q15221304",1
"Q15221310",12
"Q15221370",27
"Q15221373",134
"Q15221623",3698
"Q15221965",2
"Q15222",10
"Q1522225",16
"Q15222637",16
"Q15222729",21
"Q15223654",1
"Q15223922",3
"Q1522550",1
"Q1522620",5
"Q152263",1
"Q1522772",2
"Q152281",70
"Q1522839",47
"Q152285",1
"Q15228889",3
"Q15228993",5
"Q1522907",3
"Q15229117",1
"Q15229207",155
"Q15229229",99
"Q15229737",2
"Q15229753",2
"Q15229761",5
"Q1523056",1
"Q152311",2
"Q15231127",8
"Q152323",2
"Q1523279",4
"Q15234658",7
"Q15235045",2
"Q1523545",176
"Q152361",1
"Q15236212",1
"Q1523627",28
"Q15238111",3
"Q1523821",2171
"Q15238482",1
"Q15238535",45
"Q15238609",17
"Q15238777",1008
"Q152392",65
"Q152395",6
"Q15239622",19
"Q15239753",3
"Q152402",1
"Q152416",1
"Q15242449",7
"Q15243209",244
"Q15243217",5
"Q15243424",1
"Q15243428",3
"Q15244514",1
"Q152450",171
"Q15245110",5
"Q15245118",5
"Q15245133",5
"Q15245506",2
"Q15245579",5
"Q15247",2
"Q152475",2
"Q152478",2
"Q1524945",1
"Q1525",149
"Q1525071",3
"Q15252",3
"Q152523",2
"Q15253354",18
"Q15253558",3
"Q15253706",18
"Q15253857",12
"Q15254",4
"Q152548",18
"Q152559",1
"Q152563",6
"Q152574",34
"Q15258243",2
"Q15258291",3
"Q15258691",1
"Q15258959",1
"Q15259995",143
"Q15260494",1
"Q15260617",200
"Q15260738",3
"Q15261456",2
"Q15261477",859
"Q1526164",1
"Q15262",6
"Q15263377",13
"Q15263584",6
"Q15264319",1
"Q15264413",5
"Q15265344",83
"Q1526552",1
"Q15266",3
"Q1526627",2
"Q15268054",1
"Q1526814",1
"Q1526848",2
"Q1526855",1
"Q1526856",5
"Q1526860",1
"Q1526866",1
"Q1526871",4
"Q1526877",1
"Q1526884",1
"Q15269212",2
"Q1526999",21
"Q152716",12
"Q15272",4
"Q15272420",1
"Q1527264",2
"Q152732",50
"Q15273379",11
"Q15273785",83
"Q15275192",10
"Q15275719",1760
"Q15276",68
"Q1527693",1
"Q15277759",2
"Q1527796",1
"Q1527814",3
"Q152786",12
"Q1527901",2
"Q1527956",3
"Q15280243",115
"Q15280872",1
"Q152810",51
"Q15281035",1
"Q1528166",2
"Q15282326",1
"Q1528243",1
"Q15283040",2
"Q15283424",52
"Q15284",3418
"Q1528406",13
"Q152841",6
"Q1528432",3
"Q15284625",3
"Q15284634",2
"Q15284636",14
"Q15284824",1
"Q15285626",3
"Q15285702",3
"Q1528578",5
"Q1528894",1
"Q1529",24
"Q1529096",19513
"Q152910",1
"Q1529128",19
"Q15292",1
"Q15292273",2
"Q15293315",11
"Q1529437",1
"Q152946",1
"Q15294642",51
"Q1529487",1
"Q152956",1
"Q1529575",1
"Q15296031",25
"Q15296520",11
"Q15296531",6
"Q15296535",2
"Q15296811",7
"Q15298195",1
"Q15298221",20
"Q15298259",310
"Q1529913",1
"Q153",1
"Q1530022",129
"Q1530070",5
"Q15300809",4
"Q15301511",3
"Q1530173",5
"Q153026",15
"Q1530287",1
"Q15302880",87
"Q15303351",13
"Q15303456",9
"Q1530361",6
"Q15303838",2500
"Q15304003",4
"Q15304430",2
"Q15304597",123
"Q15304628",31
"Q15304917",5
"Q15304943",227
"Q15306266",1
"Q1530635",2
"Q15306431",2
"Q153068",8
"Q15306849",10
"Q1530705",3301
"Q153071",1
"Q15307265",3
"Q1530824",5
"Q15310171",51
"Q1531228",2
"Q1531272",5
"Q1531313",5
"Q1531349",210
"Q15313532",1
"Q15313730",9
"Q1531435",3
"Q1531518",35
"Q1531597",1
"Q1531622",1
"Q1531833",455
"Q15319501",1
"Q1532082",1
"Q1532091",5
"Q15323482",1
"Q15324",756
"Q153257",4
"Q15326",1
"Q15328",324
"Q1532883",8
"Q1532918",5
"Q1533007",1
"Q1533036",15
"Q15331",3
"Q15331236",98
"Q1533156",6
"Q1533239",1
"Q15334",9
"Q1533403",1
"Q1533470",8
"Q1534016",5
"Q15343039",46
"Q1534477",1
"Q15344922",5
"Q1534529",2
"Q1534709",1
"Q1534713",1
"Q1534720",15
"Q153476",1
"Q1534839",1
"Q1534870",112
"Q1534976",1
"Q1534992",6
"Q15350855",2
"Q1535182",32
"Q153544",1
"Q1535505",1
"Q153556",4
"Q153562",348
"Q153564",3
"Q1535890",1
"Q15361145",1
"Q15361334",1
"Q1536488",1
"Q153652",10
"Q1536561",1
"Q1536607",21
"Q1536617",7
"Q1536931",1
"Q1537263",1
"Q1537326",9726
"Q1537360",23
"Q1537371",1
"Q1537501",2
"Q1537748",1
"Q1537820",7
"Q1537823",3
"Q153813",8
"Q15383322",131
"Q15383394",25
"Q1538570",22
"Q1538669",1
"Q1538791",1
"Q1538818",5
"Q1539014",58
"Q1539016",2
"Q1539097",5
"Q153918",9
"Q1539356",1
"Q153936",53
"Q153938",102
"Q1539532",63193
"Q1539580",2
"Q1539661",1
"Q153988",5
"Q15398983",1
"Q154",67
"Q1540003",1
"Q154012",6
"Q154015",184
"Q15401511",4
"Q15401633",19
"Q15401699",1
"Q15401756",1
"Q15402063",7
"Q154021",1
"Q1540277",2
"Q1540283",1
"Q1540324",2
"Q154038",50
"Q1540412",1
"Q1540416",5
"Q1540447",3
"Q1540459",2
"Q1540633",41
"Q1540760",1
"Q15407649",2
"Q15407662",1
"Q15407956",27
"Q15407973",173
"Q15409298",18
"Q1541002",5
"Q1541036",5
"Q1541041",14
"Q1541043",2
"Q15410629",8
"Q1541065",2
"Q15410688",5
"Q15411075",1
"Q15411381",11
"Q15411479",1
"Q15411644",23
"Q15411990",4
"Q1541226",6
"Q154136",1
"Q1541373",1
"Q1541580",3
"Q15416",47648
"Q1542024",5
"Q1542173",3
"Q1542174",1
"Q1542187",13
"Q154224",14
"Q1542294",1
"Q1542314",1
"Q1542343",131
"Q1542389",1
"Q1542392",3
"Q1542394",5
"Q1542396",1
"Q154247",2
"Q1542486",1
"Q154250",100
"Q154253",52
"Q154262",2
"Q1542629",28
"Q1542651",169
"Q1542672",1
"Q1542681",28
"Q1542711",3
"Q1542738",1
"Q15427416",2
"Q1542747",4
"Q154278",5
"Q15427853",1
"Q15427888",2
"Q15427948",2
"Q1542838",9
"Q1542864",1
"Q1542872",10
"Q15428931",1
"Q1542938",3
"Q1542952",1
"Q1542966",378
"Q1542985",2
"Q1543102",5
"Q1543206",1
"Q1543214",9
"Q1543280",1
"Q1543547",1
"Q1543554",3
"Q154365",3
"Q1543675",27
"Q1543886",5
"Q1544071",5
"Q154411",2
"Q154425",9
"Q1544356",7
"Q1544524",3
"Q1544537",1
"Q1544543",5
"Q1544612",2
"Q15446690",3
"Q154482",1
"Q1545043",1
"Q154507",26
"Q1545308",2
"Q1545323",1
"Q154547",131
"Q1545627",10
"Q15456933",1
"Q1545707",1
"Q1545726",2
"Q154575",48
"Q1545795",4
"Q1545800",1
"Q1546",2
"Q1546066",2
"Q154607",1
"Q1546073",8
"Q15462156",1
"Q1546270",1
"Q15463116",1
"Q1546403",8
"Q1546583",10
"Q154668",3
"Q1546995",164
"Q1547148",2
"Q15472169",3
"Q1547289",9
"Q15474042",10
"Q1547548",7
"Q15477174",2
"Q154773",132
"Q15478230",1
"Q15479103",1
"Q154797",18
"Q1548033",1
"Q1548071",1
"Q1548072",26
"Q1548084",6
"Q1548170",2
"Q1548304",5
"Q1548362",5
"Q1548383",2
"Q1548406",1
"Q1548432",27
"Q1548436",14
"Q15484785",8
"Q1548498",1
"Q1548518",4
"Q1548525",2
"Q15487029",8
"Q1548721",1
"Q1548761",1
"Q154878",1
"Q1548839",21
"Q1548846",1
"Q1548874",2
"Q15489667",5
"Q15489797",46
"Q15490293",1
"Q1549187",2
"Q1549234",12
"Q1549319",3
"Q1549393",35
"Q15494038",230
"Q1549416",84
"Q1549427",5
"Q1549521",52
"Q1549534",3
"Q154954",15
"Q1549591",113
"Q1549731",7
"Q1549739",30
"Q1549790",1
"Q1550119",1
"Q1550182",1
"Q15501937",20
"Q1550194",1
"Q1550225",98
"Q15502507",3
"Q15502567",3
"Q15503298",1
"Q1550400",1
"Q1550436",2
"Q15504389",4
"Q15505266",1
"Q1550537",3
"Q1550557",181
"Q1550589",1
"Q1550643",4
"Q1550680",275
"Q155076",22
"Q1550791",1
"Q1551015",1
"Q1551207",1
"Q1551307",1
"Q15513569",24
"Q1551574",1
"Q15515987",4
"Q1551671",7
"Q155171",46
"Q15517598",1
"Q1552255",2
"Q1552269",2
"Q155231",8
"Q155234",2
"Q155239",177
"Q15524954",13
"Q1552509",3
"Q155271",295
"Q1552737",5
"Q1552813",1
"Q1552818",1
"Q1552832",1
"Q1552924",2
"Q1553001",1
"Q1553195",4
"Q1553237",3
"Q1553289",3
"Q15533059",5
"Q1553339",4
"Q1553864",1
"Q1554036",1
"Q1554231",3
"Q1554448",1
"Q15544583",18
"Q15544676",1
"Q15544757",7
"Q15545584",2
"Q15546643",1
"Q1554737",2
"Q15547961",4
"Q15548044",3
"Q15548045",609
"Q15548064",12
"Q15548075",10
"Q15548076",71
"Q15548100",2
"Q15548174",1
"Q15548883",5
"Q15548888",5
"Q15548896",5
"Q15548902",4
"Q15548905",4
"Q155511",3
"Q1555243",1
"Q15552744",3
"Q1555508",5027
"Q1555833",1
"Q15561775",1
"Q15562063",6
"Q15562672",5
"Q155656",10
"Q1557709",2
"Q15577335",2
"Q1557948",22
"Q15580",1
"Q1558043",2
"Q1558054",13
"Q1558283",2
"Q155833",1
"Q15584664",48
"Q15585661",3
"Q15587490",2
"Q1558858",9
"Q15588699",1
"Q1558876",2
"Q15589476",1
"Q15590034",2
"Q15590336",3
"Q1559086",5
"Q155925",1
"Q155930",34
"Q155931",2
"Q15593589",1
"Q15593630",4
"Q1559394",23
"Q155972",43
"Q156",20
"Q156014",2
"Q1560197",1
"Q156025",1
"Q156030",12
"Q156035",3
"Q1560906",1
"Q156097",40
"Q15610",1
"Q15610833",1
"Q156112",2
"Q15611243",1
"Q15613582",4
"Q1561361",5
"Q156137",4
"Q15613737",4
"Q15613992",138
"Q15614005",3
"Q15614016",2
"Q15614021",12
"Q1561418",18
"Q15614235",2
"Q15614479",4
"Q15615109",5
"Q15617994",150
"Q15618352",1
"Q15618382",1
"Q15618452",3
"Q15618465",2
"Q15618491",4
"Q15618492",10
"Q15618637",1
"Q15618646",1
"Q15618647",1
"Q15618652",368
"Q15618781",1
"Q15619164",3
"Q15620174",8
"Q15620181",2
"Q1562052",1
"Q15620943",757
"Q1562095",1
"Q1562096",2
"Q15621274",1
"Q15621286",15
"Q15621657",110
"Q15621933",22
"Q1562213",1
"Q1562221",5
"Q156223",1
"Q15622363",287
"Q15622387",139
"Q15622832",4
"Q15622880",2
"Q1562299",1
"Q15623000",2
"Q15623255",2
"Q15623392",6
"Q15623403",1
"Q15623405",54
"Q15623409",1
"Q15623421",7
"Q15623448",10
"Q15623456",3
"Q15623573",240
"Q15623926",892
"Q15623945",1
"Q15623950",17
"Q15623966",1
"Q15623974",7
"Q15624001",10
"Q15624381",1
"Q1562456",5
"Q156246",4
"Q1562489",1
"Q15627509",32
"Q15627785",5
"Q1562813",2
"Q15628654",4
"Q15628778",1
"Q15629146",3
"Q15629245",3
"Q15629262",1
"Q15629323",4
"Q15629332",5
"Q15629335",5
"Q15629444",4
"Q15629582",53
"Q15629585",2
"Q15629587",1
"Q15629617",2
"Q15629907",1
"Q15629989",3
"Q15630179",27
"Q15630525",23
"Q15630601",1
"Q15630827",1
"Q15630849",3223
"Q15630895",6
"Q15630906",18
"Q15630934",12
"Q15630943",11
"Q15631336",10
"Q15631401",1
"Q15631694",7
"Q15631817",9
"Q15631850",1
"Q15631872",9
"Q15631874",27
"Q15631887",9
"Q15632117",5229
"Q15632133",1
"Q15632166",72
"Q15632617",12834
"Q15633137",4
"Q15633191",3
"Q156332",1
"Q15633582",123
"Q15633587",2
"Q15633776",1
"Q1563427",5
"Q15634285",1
"Q15634531",40
"Q15634554",58
"Q15634581",6
"Q15634846",22
"Q15634883",13
"Q156351",5
"Q15635173",5
"Q15635432",1
"Q156360",1
"Q156362",578
"Q15636202",1
"Q15636229",23
"Q15636276",1
"Q156369",1
"Q1563695",1
"Q156389",4
"Q1563921",1
"Q15639377",5
"Q156397",1
"Q15640053",635
"Q1564018",1
"Q15640612",1
"Q1564200",5
"Q15642541",5076
"Q15642566",2
"Q15642599",18
"Q156428",8
"Q15643559",26
"Q15643578",141
"Q15643588",1
"Q15643599",46
"Q15643615",10
"Q15643694",2
"Q1564373",44
"Q15643757",89
"Q15644358",2
"Q15644465",9
"Q156449",1
"Q15644911",1
"Q15646299",3
"Q15646485",9
"Q15646510",7
"Q15646524",3
"Q15646667",1
"Q15646706",1
"Q15646712",2
"Q1564767",1
"Q15647814",2400
"Q15647906",99
"Q15648179",2
"Q15648574",8
"Q15648878",2
"Q15648901",3
"Q15649504",3
"Q15649510",21
"Q15649572",5
"Q15650103",7
"Q1565052",1
"Q15650921",3
"Q1565388",4
"Q1565828",80
"Q156584",1
"Q1566",6
"Q1566035",72
"Q156606",2
"Q156611",3
"Q15661340",286
"Q15664",2
"Q15665395",4
"Q15665807",5
"Q1566584",1
"Q15666441",11
"Q156669",1
"Q156687",22
"Q15669672",1
"Q1566976",7
"Q156705",1
"Q15671253",22
"Q15673297",6
"Q156744",2
"Q1567542",1
"Q1567764",1
"Q1567915",247
"Q1567963",1
"Q1568",68
"Q156800",8
"Q1568118",4
"Q1568205",1
"Q1568283",1
"Q156831",676
"Q1568313",2
"Q156839",2
"Q156847",2
"Q156849",9
"Q1568497",5
"Q1568655",1
"Q15686806",5
"Q15687338",438
"Q15688633",136
"Q1568940",2
"Q156895",11
"Q1568994",5
"Q15690029",24
"Q156904",17
"Q15690553",1
"Q156907",210
"Q15691662",1
"Q1569167",186
"Q156918",12
"Q1569249",3
"Q15692657",14
"Q156944",231
"Q156945",2
"Q1569495",2
"Q15695",1
"Q15695218",1
"Q1569578",1
"Q15695978",2
"Q156966",3
"Q1569753",2
"Q1569795",1
"Q15698310",18
"Q15698333",12
"Q15698359",9
"Q1569856",8
"Q156986",1
"Q1569871",45
"Q1569963",8
"Q15699657",2
"Q1570005",2
"Q15700457",1
"Q1570052",1
"Q15700808",5
"Q15700831",15997
"Q15700834",1224
"Q15701038",8
"Q1570153",4
"Q1570182",6
"Q1570187",1
"Q15702004",9
"Q1570255",8
"Q1570262",131
"Q15702752",133
"Q1570280",1
"Q1570282",1
"Q157031",2743
"Q157033",1
"Q1570358",1
"Q157037",17
"Q1570373",1
"Q15704239",139
"Q15704878",22
"Q1570591",2
"Q1570620",1
"Q15706459",13
"Q15706467",3
"Q15706549",4
"Q1570656",1
"Q1570662",1
"Q15706911",110
"Q15707454",7
"Q15707521",91
"Q15707532",11
"Q15707563",21
"Q15707583",296
"Q15708029",3
"Q15708051",5
"Q15708130",4
"Q15708419",5
"Q15708421",5
"Q15708422",5
"Q157087",52
"Q15708736",27
"Q15708837",2
"Q15709329",6
"Q15709480",3
"Q15709638",2
"Q15709879",58
"Q15709880",13
"Q15709883",2
"Q15709963",3
"Q15709969",19
"Q15710001",2
"Q15710020",1
"Q15710038",11
"Q1571063",1
"Q15710656",26
"Q15710711",5
"Q15710725",1
"Q15710942",8
"Q15711026",74
"Q157115",1
"Q15711593",5
"Q15711797",79
"Q15711870",665
"Q15711994",50
"Q15712205",84
"Q15713367",1
"Q1571437",4
"Q1571448",3
"Q157146",2
"Q157148",1
"Q15715391",1
"Q15715406",61
"Q15715425",3
"Q157165",1
"Q1571667",11
"Q1571674",87
"Q157169",2
"Q1571801",1
"Q1571814",6
"Q1571844",2
"Q15720476",731
"Q15720567",2
"Q15720608",144
"Q15720625",146
"Q1572063",20
"Q15720641",20
"Q1572070",133
"Q15720785",1
"Q15720793",94
"Q15720870",47
"Q15720873",22
"Q1572121",26
"Q157214",1
"Q1572204",1
"Q15722501",1
"Q1572278",5
"Q157230",7
"Q1572339",4
"Q1572403",68
"Q1572407",2
"Q1572415",6
"Q1572426",1
"Q15725498",2
"Q15725508",1
"Q15725618",303
"Q1572564",1
"Q15725677",252
"Q15725734",1
"Q15725976",6
"Q1572600",9
"Q15726118",1
"Q15726209",5
"Q15726214",37
"Q15726229",2
"Q15726290",2
"Q15726296",2
"Q15726688",51
"Q15726790",196
"Q1572706",1
"Q1572731",4
"Q15727673",12
"Q15727816",476
"Q15728054",1
"Q15728204",1
"Q15728610",24
"Q1572875",1
"Q15728825",1
"Q15728869",1
"Q15728919",7
"Q15728963",7
"Q15729215",2
"Q15729598",21
"Q15730408",1
"Q15730410",1
"Q15730631",6
"Q15730659",2
"Q15730663",5
"Q15730690",1
"Q157307",4
"Q15731071",137
"Q15731190",10
"Q15731356",496
"Q15731547",22
"Q15731648",18
"Q15731904",10
"Q1573278",7
"Q15733039",30
"Q15733622",1
"Q15733640",6
"Q15734684",72
"Q15735113",1
"Q15735860",1
"Q1573748",28
"Q15738686",1
"Q1573906",2511
"Q157393",1
"Q157394",3
"Q1573950",2
"Q1573963",2
"Q1574017",5
"Q1574027",2
"Q1574137",1
"Q157417",15
"Q15742145",7
"Q1574228",1
"Q157443",19
"Q1574438",2
"Q1574605",1
"Q1574707",2
"Q1574715",1
"Q157475",3
"Q1574810",17
"Q157484",1
"Q1574928",1
"Q1574938",8
"Q1574963",18
"Q1574982",2
"Q1575",1
"Q15750017",6
"Q1575003",1
"Q157512",1
"Q1575129",3
"Q157518",8
"Q1575416",1
"Q1575478",11
"Q1575480",2
"Q157561",1
"Q1575634",2
"Q157570",48
"Q15757150",2
"Q157575",3
"Q1576",5
"Q15763884",1
"Q157650",9
"Q15766",1
"Q157668",1
"Q1576693",8
"Q1577013",1
"Q15770988",86
"Q157711",1
"Q15773317",462
"Q15773347",140
"Q157739",38
"Q15774553",2
"Q1577513",143
"Q1577547",239
"Q15777392",1
"Q1578",6
"Q157802",15
"Q15780329",26
"Q157811",64
"Q15781206",3
"Q15781235",3
"Q15781244",1
"Q15781252",1
"Q15782487",3
"Q15782973",86
"Q15783838",6
"Q1578389",8
"Q15783967",1
"Q157845",2
"Q1578744",34
"Q157875",3
"Q15788",7
"Q15790412",3
"Q15792060",106
"Q15793143",3
"Q1579337",16
"Q157943",2
"Q15794946",5
"Q15794950",5
"Q15795258",1
"Q15795637",200
"Q157957",8
"Q15795874",50
"Q1579590",21
"Q157960",2
"Q15796005",3
"Q157963",109
"Q157964",2
"Q157969",5
"Q1579751",1
"Q15799",20
"Q157991",1
"Q1580082",6
"Q158011",1
"Q1580122",14
"Q1580162",5
"Q1580257",1
"Q1580444",2
"Q15804899",1
"Q15806031",1
"Q15806875",2
"Q15807178",1
"Q158075",1
"Q15808",1
"Q15808637",2
"Q15809070",1
"Q15809149",1
"Q15809231",2
"Q158094",1
"Q15809403",1
"Q15809483",3
"Q15809666",2
"Q15809678",132
"Q15809732",1
"Q15809857",2
"Q15810354",3
"Q15810910",7
"Q15811108",1
"Q15811255",1
"Q1581130",45
"Q15811450",1
"Q15811504",1
"Q15811601",2
"Q15812387",1
"Q15812693",1
"Q15812758",5
"Q15813069",5
"Q15813155",1
"Q15813267",1
"Q15813351",2
"Q15814162",3
"Q1581509",5
"Q15815596",1
"Q15815670",16
"Q15815716",6
"Q15815906",9
"Q15816787",8
"Q15818902",1
"Q15818916",2
"Q15819187",1
"Q15819191",2
"Q15820163",2
"Q15820417",1
"Q158218",505
"Q15823107",1
"Q15823129",81
"Q158281",1
"Q1582987",1
"Q15829892",15
"Q15830",9
"Q158301",12
"Q15830292",1
"Q15830667",7
"Q15831082",5
"Q15831085",5
"Q15831087",5
"Q15831091",5
"Q15831094",5
"Q15831097",5
"Q15831100",5
"Q15831103",5
"Q15831104",5
"Q15831105",5
"Q15831204",1
"Q15831213",1
"Q15831325",2
"Q15831457",83
"Q15831484",13
"Q15831576",2
"Q15831577",9
"Q15831596",327
"Q15831598",7
"Q15832079",87
"Q15833242",1
"Q15834483",5
"Q15834677",1
"Q15835",49
"Q15835236",2
"Q15835600",2
"Q15836186",1
"Q15836337",48
"Q15836397",4
"Q15836568",460
"Q15838041",1
"Q1583807",1
"Q15838659",11
"Q15838706",8
"Q15839071",1
"Q15839082",4
"Q15839134",1
"Q15839293",1
"Q15839299",9
"Q15840010",1
"Q15840335",1
"Q15841019",1
"Q1584134",1575
"Q15841493",2
"Q15841793",1
"Q15841920",126
"Q15842492",1
"Q15842515",16
"Q1584293",1
"Q15843011",1
"Q1584340",3
"Q158438",824
"Q15844226",1
"Q1584458",1
"Q158454",523
"Q15845855",1
"Q1584624",5
"Q15846784",1
"Q15847440",10
"Q15847738",1
"Q15847833",3
"Q15847997",7
"Q15848142",9
"Q1584841",2
"Q15848826",4
"Q1584896",18
"Q158490",1
"Q15849374",71
"Q15849385",1
"Q15849531",1
"Q1584957",2
"Q15850048",1
"Q15850083",7
"Q1585022",3
"Q15850356",14
"Q15850590",239
"Q15851298",4
"Q15851339",2
"Q15851373",9
"Q15851525",2
"Q15852173",1
"Q15852455",5
"Q15852753",1
"Q15852766",3
"Q15852818",2
"Q15852856",3
"Q15853118",1
"Q1585316",1
"Q1585340",1
"Q15853727",1
"Q15853886",1
"Q1585442",6
"Q15854792",2
"Q15854861",2
"Q158555",197
"Q1585560",2
"Q158608",69
"Q158626",62
"Q158642",5
"Q1586457",1
"Q158646",5
"Q158657",5
"Q15868218",2
"Q158683",28
"Q15868308",1
"Q15871186",1
"Q158717",3
"Q158722",1
"Q15873243",1
"Q15874115",2
"Q158746",1596
"Q158752",1
"Q15875324",1
"Q158767",1
"Q1587682",1
"Q1587716",111
"Q158776",16
"Q1587799",44
"Q1587812",44
"Q158783",22
"Q158785",36
"Q1587876",1
"Q15878992",1
"Q1587903",1
"Q1587937",1
"Q158797",1
"Q15879704",5
"Q1588072",3
"Q15881550",1
"Q158816",1
"Q15883375",1
"Q15883433",6
"Q15884100",1
"Q158852",8
"Q1588658",15
"Q15887806",1
"Q15888",134
"Q15889187",1
"Q1589009",1382
"Q15890340",9
"Q1589077",24
"Q15891112",49
"Q15891740",2
"Q15893231",1
"Q15893266",1636
"Q1589434",1
"Q1589444",1
"Q15894691",2
"Q15894749",1
"Q158950",1
"Q1589502",1
"Q1589528",48
"Q15895348",15
"Q1589568",33
"Q15895974",41
"Q15896028",6
